Protein Id	Gene Symbol	Description	Number of peptides	2726_1	2726_2	2726_3	2726_4	2726_5	2995_1	2995_2	2995_3	2995_6	2995_7
YAL029C	MYO4	"One of two type V myosin motors (along with MYO2) involved in actin-based transport of cargos; required for mRNA transport, including ASH1 mRNA, and facilitating the growth and movement of ER tubules into the growing bud along with She3p"	6	13.734	9.00188	6.65793	7.78017	9.73266	11.0393	13.5439	14.9563	7.17066	6.3831
YAL031C	GIP4	Cytoplasmic Glc7-interacting protein whose overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate	9	4.61763	9.07507	11.0103	15.6595	7.88281	10.3031	5.96103	5.28601	11.3805	18.8241
YAL033W	POP5	"Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs"	1	14.4287	11.7678	7.35013	7.33331	12.1411	10.211	10.6583	12.5256	6.31841	7.26576
YAL035W	FUN12	"GTPase, required for general translation initiation by promoting Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; homolog of bacterial IF2"	17	12.4437	9.05151	8.9634	5.72426	6.83298	12.1744	15.815	17.1352	7.22261	4.6369
YAL036C	RBG1	"Member of the DRG family of GTP-binding proteins; associates with translating ribosomes; interacts with Tma46p, Ygr250cp, Gir2p and Yap1p via two-hybrid"	5	16.8456	7.42278	5.90586	6.86087	13.4113	9.28189	13.5923	15.8512	5.20626	5.62192
YAL038W	CDC19	"Pyruvate kinase, functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration"	76	10.5385	13.933	14.0402	6.06341	8.79554	13.1106	9.50937	9.11886	9.31958	5.57093
YAL039C	CYC3	"Cytochrome c heme lyase (holocytochrome c synthase), attaches heme to apo-cytochrome c (Cyc1p or Cyc7p) in the mitochondrial intermembrane space; human ortholog may have a role in microphthalmia with linear skin defects (MLS)"	20	10.5524	9.90532	8.12318	11.1002	12.28	8.30914	8.4442	9.44153	9.5567	12.2872
YAL041W	CDC24	"Guanine nucleotide exchange factor (GEF or GDP-release factor) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing"	10	14.4992	7.22266	6.82122	4.94364	7.48462	9.15113	18.5521	18.1631	7.68239	5.47998
YAL042W	ERV46	"Protein localized to COPII-coated vesicles, forms a complex with Erv41p; involved in the membrane fusion stage of transport"	8	12.1413	11.4659	9.11871	8.88666	10.5846	9.59945	9.79284	10.9548	8.5658	8.89
YAL043C	PTA1	"Subunit of holo-CPF, a multiprotein complex and functional homolog of mammalian CPSF, required for the cleavage and polyadenylation of mRNA and snoRNA 3' ends; involved in pre-tRNA processing; binds to the phosphorylated CTD of RNAPII"	2	11.1304	8.60283	8.34701	8.74747	8.30511	11.7504	12.1323	12.0181	8.95319	10.0132
YAL044C	GCV3	"H subunit of the mitochondrial glycine decarboxylase complex, required for the catabolism of glycine to 5,10-methylene-THF; also required for all protein lipoylation; expression is regulated by levels of 5,10-methylene-THF"	12	5.03981	9.81848	13.4554	13.2598	11.9337	8.98625	8.27471	5.55133	11.3436	12.3369
YAL044W-A	YAL044W-A	Putative protein of unknown function; similar to S. pombe uvi31 which is a putative DNA repair protein	3	7.04358	8.79962	9.45819	14.033	12.6271	7.21959	8.25706	5.96414	10.7526	15.8451
YAL046C	AIM1	Protein involved in mitochondrial function or organization; null mutant displays elevated frequency of mitochondrial genome loss	6	6.47587	7.39275	9.58627	16.8175	11.4735	6.95656	6.78058	6.17081	10.5392	17.8069
YAL048C	GEM1	"Evolutionarily-conserved tail-anchored outer mitochondrial membrane GTPase which regulates mitochondrial morphology; cells lacking Gem1p contain collapsed, globular, or grape-like mitochondria; not required for pheromone-induced cell death"	13	7.41146	10.0835	11.5172	13.5982	9.81162	9.6769	7.59871	7.54565	10.5948	12.1619
YAL049C	AIM2	Cytoplasmic protein involved in mitochondrial function or organization; null mutant displays reduced frequency of mitochondrial genome loss; potential Hsp82p interactor	6	5.75618	15.0015	16.5363	6.65719	7.66534	16.0054	7.86894	7.85253	11.3904	5.26618
YAL053W	FLC2	Putative FAD transporter; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance	4	6.74052	11.4072	12.6606	11.5537	8.66896	10.8334	6.76819	5.89964	12.4112	13.0567
YAL054C	ACS1	"Acetyl-coA synthetase isoform which, along with Acs2p, is the nuclear source of acetyl-coA for histone acetylation; expressed during growth on nonfermentable carbon sources and under aerobic conditions"	28	10.9469	5.84835	6.34034	2.89601	3.9418	11.6594	22.97	26.7404	5.65497	3.00183
YAL055W	PEX22	"Putative peroxisomal membrane protein required for import of peroxisomal proteins, functionally complements a Pichia pastoris pex22 mutation"	3	8.98935	12.4699	10.3085	15.6942	12.1537	7.94309	6.12578	5.95357	8.92187	11.44
YAL056W	GPB2	"Multistep regulator of cAMP-PKA signaling; inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency; inhibits Ras activity through direct interactions with Ira1p/2p; regulated by G-alpha protein Gpa2p; homolog of Gpb1p"	6	8.75754	9.02087	8.75035	10.7645	9.07037	10.0503	11.483	10.8403	9.24866	12.0141
YAL058W	CNE1	"Calnexin; integral membrane ER chaperone involved in folding and quality control of glycoproteins; chaperone activity is inhibited by Mpd1p, with which Cne1p interacts; 24% identical to mammalian calnexin; Ca+ binding not yet shown in yeast"	3	11.48	11.9417	10.8918	9.15963	9.30495	11.4074	8.51826	8.95036	9.33819	9.00781
YAL060W	BDH1	"NAD-dependent (R,R)-butanediol dehydrogenase, catalyzes oxidation of (R,R)-2,3-butanediol to (3R)-acetoin, oxidation of meso-butanediol to (3S)-acetoin, and reduction of acetoin; enhances use of 2,3-butanediol as an aerobic carbon source"	4	7.62501	11.4389	15.1414	5.83795	8.33458	14.7982	10.1317	8.5407	11.8426	6.30901
YAL062W	GDH3	"NADP(+)-dependent glutamate dehydrogenase, synthesizes glutamate from ammonia and alpha-ketoglutarate; rate of alpha-ketoglutarate utilization differs from Gdh1p; expression regulated by nitrogen and carbon sources"	14	7.14406	12.5649	12.0176	6.86998	7.76504	14.7977	11.3514	8.52676	12.0572	6.9054
YAR002C-A	ERP1	"Protein that forms a heterotrimeric complex with Erp2p, Emp24p, and Erv25p; member, along with Emp24p and Erv25p, of the p24 family involved in ER to Golgi transport and localized to COPII-coated vesicles"	13	11.9933	12.2189	10.1484	8.46447	9.53471	11.922	9.28637	11.4661	8.42366	6.54202
YAR002W	NUP60	"Subunit of the nuclear pore complex (NPC), functions to anchor Nup2p to the NPC in a process controlled by the nucleoplasmic concentration of Gsp1p-GTP; involved in nuclear export and cytoplasmic localization of specific mRNAs such as ASH1"	1	5.9076	11.1633	9.56752	13.8251	8.06684	7.05623	4.65181	5.20307	12.225	22.3335
YAR007C	RFA1	"Subunit of heterotrimeric Replication Protein A (RPA), which is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination"	13	8.94681	12.9915	11.2754	5.0581	7.95919	16.3087	10.606	10.7694	10.9659	5.11906
YAR008W	SEN34	"Subunit of the tRNA splicing endonuclease, which is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen34p contains the active site for tRNA 3' splice site cleavage and has similarity to Sen2p and to Archaeal tRNA splicing endonuclease"	2	10.8067	9.66881	9.18005	9.10414	11.5063	8.87533	11.9767	10.6965	8.98501	9.20044
YAR009C	YAR009C	Retrotransposon TYA Gag and TYB Pol genes; in YARCTY1-1 TYB is mutant and probably non-functional	21	17.9868	10.2275	7.95879	7.83641	8.94147	8.31052	10.8321	12.5892	7.04553	8.27164
YAR015W	ADE1	"N-succinyl-5-aminoimidazole-4-carboxamide ribotide (SAICAR) synthetase, required for 'de novo' purine nucleotide biosynthesis; red pigment accumulates in mutant cells deprived of adenine"	5	5.62783	12.9304	18.6873	7.16294	8.25159	14.1917	6.80453	5.36637	13.0286	7.94869
YAR018C	KIN3	Nonessential serine/threonine protein kinase; possible role in DNA damage response	2	7.7842	11.3571	10.6244	11.2064	9.70067	10.1019	9.00904	8.29666	10.0157	11.9038
YAR033W	MST28	"Putative integral membrane protein, involved in vesicle formation; forms complex with Mst27p; member of DUP240 gene family; binds COPI and COPII vesicles"	1	3.42004	5.89679	10.2595	23.1877	6.59374	10.152	2.92769	2.65476	13.4567	21.451
YAR035W	YAT1	"Outer mitochondrial carnitine acetyltransferase, minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated"	15	14.6131	8.05927	6.33216	3.5697	6.91014	10.6161	18.3321	20.2935	6.21848	5.05543
YAR042W	SWH1	Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats; localizes to the Golgi and the nucleus-vacuole junction	32	12.7091	9.94089	8.83557	8.08163	9.23306	10.097	13.2484	13.9229	7.44857	6.48285
YAR071W	PHO11	"One of three repressible acid phosphatases, a glycoprotein that is transported to the cell surface by the secretory pathway; induced by phosphate starvation and coordinately regulated by PHO4 and PHO2"	2	17.2234	12.4937	7.88041	5.20351	10.5836	9.51109	11.5798	13.0634	7.34453	5.11651
YBL002W	HTB2	"Histone H2B, core histone protein required for chromatin assembly and chromosome function; nearly identical to HTB1; Rad6p-Bre1p-Lge1p mediated ubiquitination regulates transcriptional activation, meiotic DSB formation and H3 methylation"	23	10.8596	9.5279	8.49516	10.8037	5.22187	10.378	8.49951	11.3443	11.0537	13.8163
YBL003C	HTA2	"Histone H2A, core histone protein required for chromatin assembly and chromosome function; one of two nearly identical (see also HTA1) subtypes; DNA damage-dependent phosphorylation by Mec1p facilitates DNA repair; acetylated by Nat4p"	4	10.8201	7.13057	10.5964	12.6672	5.73588	9.16326	7.00405	7.68395	13.251	15.9476
YBL004W	UTP20	"Component of the small-subunit (SSU) processome, which is involved in the biogenesis of the 18S rRNA"	11	12.1319	8.73922	7.49973	7.65213	8.95399	10.3708	13.366	14.4572	8.31029	8.51871
YBL005W-B	YBL005W-B	"Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes"	24	17.9741	8.32962	6.64231	5.43085	7.80791	9.48117	14.4192	17.5077	6.9026	5.50445
YBL007C	SLA1	Cytoskeletal protein binding protein required for assembly of the cortical actin cytoskeleton; interacts with proteins regulating actin dynamics and proteins required for endocytosis; found in the nucleus and cell cortex; has 3 SH3 domains	15	5.78418	12.6968	11.073	12.2894	7.67228	15.0667	7.90513	7.29307	9.18807	11.0314
YBL011W	SCT1	"Glycerol 3-phosphate/dihydroxyacetone phosphate dual substrate-specific sn-1 acyltransferase of the glycerolipid biosynthesis pathway, prefers 16-carbon fatty acids, similar to Gpt2p, gene is constitutively transcribed"	17	8.78143	12.4624	11.075	11.7111	11.6356	10.3507	6.99926	7.45671	9.25796	10.2699
YBL013W	FMT1	"Methionyl-tRNA formyltransferase, catalyzes the formylation of initiator Met-tRNA in mitochondria; potential Cdc28p substrate"	12	12.9037	7.15637	8.64662	11.7329	10.7206	7.53574	9.61249	9.7451	10.0493	11.8972
YBL015W	ACH1	"Protein with CoA transferase activity, particularly for CoASH transfer from succinyl-CoA to acetate; has minor acetyl-CoA-hydrolase activity; phosphorylated; required for acetate utilization and for diploid pseudohyphal growth"	234	6.80846	8.53852	11.354	11.2927	10.1832	9.32674	8.91414	8.0973	13.254	12.231
YBL016W	FUS3	"Mitogen-activated serine/threonine protein kinase involved in mating; phosphoactivated by Ste7p; substrates include Ste12p, Far1p, Bni1p, Sst2p; inhibits invasive growth during mating by phosphorylating Tec1p, promoting its degradation"	5	11.7528	8.00799	7.62781	5.04302	6.46562	12.4495	16.7256	17.7986	8.72433	5.40472
YBL017C	PEP1	Type I transmembrane sorting receptor for multiple vacuolar hydrolases; cycles between the late-Golgi and prevacuolar endosome-like compartments	21	13.7628	11.2069	8.33411	6.77145	9.60424	11.0109	11.2565	12.2387	8.19865	7.61575
YBL019W	APN2	Class II abasic (AP) endonuclease involved in repair of DNA damage; homolog of human HAP1 and E. coli exoIII	1	10.3912	10.2271	7.34114	6.29734	5.65746	11.3919	17.4963	18.5232	6.92424	5.75022
YBL020W	RFT1	Essential integral membrane protein that is required for translocation of Man5GlcNac2-PP-Dol from the cytoplasmic side to the lumenal side of the ER membrane but is not the flippase; mutation is suppressed by expression of human p53 protein	2	12.885	10.7088	8.22395	8.04264	9.76988	10.2942	10.897	12.3441	8.99003	7.84441
YBL022C	PIM1	"ATP-dependent Lon protease, involved in degradation of misfolded proteins in mitochondria; required for biogenesis and maintenance of mitochondria"	102	7.63928	8.98424	10.531	13.0806	11.8047	8.19909	8.37484	6.90479	11.1785	13.3029
YBL023C	MCM2	Protein involved in DNA replication; component of the Mcm2-7 hexameric complex that binds chromatin as a part of the pre-replicative complex	4	14.1719	7.55003	4.88335	4.47546	5.82137	10.1752	21.3072	21.1295	5.05386	5.43217
YBL024W	NCL1	"S-adenosyl-L-methionine-dependent tRNA: m5C-methyltransferase, methylates cytosine to m5C at several positions in tRNAs and intron-containing pre-tRNAs; similar to Nop2p and human proliferation associated nucleolar protein p120"	5	6.24523	14.3027	13.1859	6.814	8.17682	15.4257	9.02112	7.78055	11.8723	7.17565
YBL026W	LSM2	"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA"	1	8.35147	9.70713	10.2752	8.53321	7.43583	10.4071	13.981	14.95	7.75093	8.60802
YBL027W	RPL19B	"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl19Ap and has similarity to rat L19 ribosomal protein; rpl19a and rpl19b single null mutations result in slow growth, while the double null mutation is lethal"	27	9.74875	11.9741	9.78111	7.98991	9.51154	13.1097	10.6475	11.5638	7.99581	7.67783
YBL029C-A	YBL029C-A	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; has potential orthologs in Saccharomyces species and in Yarrowia lipolytica	4	7.98533	7.73583	10.868	11.3943	8.86131	9.9577	7.69919	5.59045	14.9777	14.9302
YBL030C	PET9	"Major ADP/ATP carrier of the mitochondrial inner membrane, exchanges cytosolic ADP for mitochondrially synthesized ATP; also imports heme and ATP; phosphorylated; required for viability in many lab strains that carry a sal1 mutation"	212	14.1241	9.04804	7.46436	8.95575	11.1439	8.27509	10.9871	11.2187	10.1292	8.65367
YBL032W	HEK2	"RNA binding protein involved in the asymmetric localization of ASH1 mRNA; represses translation of ASH1 mRNA, an effect reversed by Yck1p-dependent phosphoryation; regulates telomere position effect and length; similarity to hnRNP-K"	3	14.1406	5.1518	5.69604	4.01017	5.22417	11.4417	20.36	26.1162	5.43094	2.42846
YBL036C	YBL036C	Putative non-specific single-domain racemase based on structural similarity; binds pyridoxal 5'-phosphate; expression of GFP-fusion protein induced in response to the DNA-damaging agent MMS	2	7.95474	9.95281	15.1315	7.80702	8.96168	13.8555	6.67507	5.89192	14.7079	9.06185
YBL038W	MRPL16	Mitochondrial ribosomal protein of the large subunit	19	12.0906	6.98224	9.10954	10.5991	10.3921	7.60435	9.60288	9.68037	11.471	12.4678
YBL039C	URA7	"Major CTP synthase isozyme (see also URA8), catalyzes the ATP-dependent transfer of the amide nitrogen from glutamine to UTP, forming CTP, the final step in de novo biosynthesis of pyrimidines; involved in phospholipid biosynthesis"	12	14.1993	9.14127	7.55745	4.13412	7.61265	11.4387	16.6715	17.8961	7.05556	4.29339
YBL041W	PRE7	Beta 6 subunit of the 20S proteasome	2	11.3712	12.2364	11.035	8.40314	11.92	10.8537	9.65856	8.43945	7.54334	8.53925
YBL045C	COR1	"Core subunit of the ubiquinol-cytochrome c reductase complex (bc1 complex), which is a component of the mitochondrial inner membrane electron transport chain"	203	13.7884	9.55115	7.89519	8.42954	10.9134	8.48164	10.8895	12.2682	10.1339	7.64902
YBL047C	EDE1	"Key endocytic protein involved in a network of interactions with other endocytic proteins, binds membranes in a ubiquitin-dependent manner, may also bind ubiquitinated membrane-associated proteins"	25	6.71194	12.0477	16.6166	12.9718	7.0038	11.2651	7.12199	6.21028	9.71699	10.3338
YBL050W	SEC17	"Peripheral membrane protein required for vesicular transport between ER and Golgi, the 'priming' step in homotypic vacuole fusion, and autophagy; stimulates the ATPase activity of Sec18p; has similarity to mammalian alpha-SNAP"	17	15.4908	12.8627	9.71868	6.11769	10.6473	10.006	10.8848	11.5355	7.05567	5.68078
YBL051C	PIN4	"Protein involved in G2/M phase progression and response to DNA damage, interacts with Rad53p; contains an RNA recognition motif, a nuclear localization signal, and several SQ/TQ cluster domains; hyperphosphorylated in response to DNA damage"	1	5.85636	14.3894	17.4018	5.1891	7.40518	12.774	9.38876	7.93566	10.8951	8.76466
YBL055C	YBL055C	3'-->5' exonuclease and endonuclease with a possible role in apoptosis; has similarity to mammalian and C. elegans apoptotic nucleases	3	4.87078	9.08303	10.2873	13.8811	10.6442	9.51457	7.25708	5.77889	11.4045	17.2786
YBL056W	PTC3	Type 2C protein phosphatase (PP2C); dephosphorylates Hog1p (see also Ptc2p) to limit maximal kinase activity induced by osmotic stress; dephosphorylates T169 phosphorylated Cdc28p (see also Ptc2p); role in DNA damage checkpoint inactivation	5	6.92246	12.9347	12.8518	6.65395	9.01391	15.6067	8.61839	8.08186	11.9767	7.33953
YBL057C	PTH2	One of two (see also PTH1) mitochondrially-localized peptidyl-tRNA hydrolases; negatively regulates the ubiquitin-proteasome pathway via interactions with ubiquitin-like ubiquitin-associated proteins; dispensable for cell growth	14	7.02532	10.7168	12.8237	12.5475	11.5005	9.2355	8.04435	6.75431	10.8365	10.5154
YBL058W	SHP1	UBX (ubiquitin regulatory X) domain-containing protein that regulates Glc7p phosphatase activity and interacts with Cdc48p; interacts with ubiquitylated proteins in vivo and is required for degradation of a ubiquitylated model substrate	7	6.07217	14.983	15.8216	7.23911	7.89389	14.8806	8.98888	7.14949	10.8445	6.1268
YBL059C-A	CMC2	Protein of the mitochondrial intermembrane space with a role in respiratory chain complex assembly or maintenance; contains twin Cx9C motifs that can form coiled coil-helix-coiled-coil helix fold	12	5.13086	7.25779	10.8843	12.287	9.94401	7.9555	7.18956	7.27036	14.1197	17.9609
YBL059W	YBL059W	"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"	9	11.069	7.94228	9.34079	11.6454	12.0192	8.16973	8.93862	8.22969	10.6987	11.9467
YBL060W	YEL1	Guanine nucleotide exchange factor specific for Arf3p; localized to the bud neck and tip; required for localization of Arf3p to the bud neck and tip	5	6.39405	10.036	9.72137	11.036	8.13682	12.7311	8.14453	8.20909	12.0294	13.5616
